record_id,year,AverageTemperatureFahr,AverageTemperatureUncertaintyFahr,City,Country
5413396,1808,29.516,36.59,Odesa,Ukraine
5413397,1808,28.4072,39.362,Odesa,Ukraine
5413398,1808,44.2652,35.735,Odesa,Ukraine
5413399,1808,55.0796,38.039,Odesa,Ukraine
5413400,1808,65.6708,35.447,Odesa,Ukraine
5413401,1808,70.8512,35.4254,Odesa,Ukraine
5413402,1808,71.1608,35.5064,Odesa,Ukraine
5413403,1808,66.2576,37.94,Odesa,Ukraine
5413404,1808,54.311,34.8602,Odesa,Ukraine
5413405,1808,42.683,37.103,Odesa,Ukraine
5413406,1808,29.7968,35.1896,Odesa,Ukraine
5413407,1809,26.0366,38.3576,Odesa,Ukraine
5413408,1809,33.4472,38.7284,Odesa,Ukraine
5413409,1809,29.4782,37.6862,Odesa,Ukraine
5413410,1809,44.3444,38.8868,Odesa,Ukraine
5413411,1809,54.7628,36.896,Odesa,Ukraine
5413412,1809,65.3972,35.2922,Odesa,Ukraine
5413413,1809,67.0046,37.3154,Odesa,Ukraine
5413414,1809,70.1078,34.5092,Odesa,Ukraine
5413415,1809,63.0896,35.5658,Odesa,Ukraine
5413416,1809,51.8,41.0288,Odesa,Ukraine
5413417,1809,40.2854,37.8878,Odesa,Ukraine
5413418,1809,38.1164,37.2128,Odesa,Ukraine
5413419,1810,30.6968,37.9256,Odesa,Ukraine
5413420,1810,34.5524,38.5394,Odesa,Ukraine
5413421,1810,39.2648,36.4136,Odesa,Ukraine
5413422,1810,43.4678,38.0372,Odesa,Ukraine
5413423,1810,54.3632,36.3542,Odesa,Ukraine
5413424,1810,60.467,36.8168,Odesa,Ukraine
5413425,1810,68.7578,36.797,Odesa,Ukraine
5413426,1810,67.5716,35.1086,Odesa,Ukraine
5413427,1810,60.881,35.3192,Odesa,Ukraine
5413428,1810,48.3638,36.878,Odesa,Ukraine
5413429,1810,42.7838,37.8086,Odesa,Ukraine
5413430,1810,40.5878,39.1784,Odesa,Ukraine
5413431,1811,27.6386,35.0204,Odesa,Ukraine
5413432,1811,29.2532,38.9606,Odesa,Ukraine
5413433,1811,37.9022,36.2894,Odesa,Ukraine
5413434,1811,43.0952,34.7072,Odesa,Ukraine
5413435,1811,58.4492,37.508,Odesa,Ukraine
5413436,1811,66.4016,35.1716,Odesa,Ukraine
5413437,1811,69.6866,37.8662,Odesa,Ukraine
5413438,1811,72.3452,37.7834,Odesa,Ukraine
5413439,1811,59.3618,38.9858,Odesa,Ukraine
5413440,1811,53.9798,42.6668,Odesa,Ukraine
5413441,1811,42.8504,38.435,Odesa,Ukraine
5413442,1811,40.7642,35.7404,Odesa,Ukraine
5413443,1812,28.2524,34.4696,Odesa,Ukraine
5413444,1812,28.823,34.1528,Odesa,Ukraine
5413445,1812,34.916,37.5602,Odesa,Ukraine
5413446,1812,42.5102,38.8472,Odesa,Ukraine
5413447,1812,54.7016,36.8996,Odesa,Ukraine
5413448,1812,65.0966,35.1194,Odesa,Ukraine
5413449,1812,71.9816,34.0466,Odesa,Ukraine
5413450,1812,72.257,38.021,Odesa,Ukraine
5413451,1812,58.4186,36.6836,Odesa,Ukraine
5413452,1812,54.8726,37.3442,Odesa,Ukraine
5413453,1812,43.934,37.7978,Odesa,Ukraine
5413454,1812,26.2058,37.2434,Odesa,Ukraine
5413455,1813,21.7994,36.7754,Odesa,Ukraine
5413456,1813,29.8562,35.573,Odesa,Ukraine
5413457,1813,31.964,43.0466,Odesa,Ukraine
5413458,1813,46.6916,36.9698,Odesa,Ukraine
5413459,1813,59.3168,39.8966,Odesa,Ukraine
5413460,1813,62.3768,36.7556,Odesa,Ukraine
5413461,1813,67.0172,40.2746,Odesa,Ukraine
5413462,1813,66.9236,34.9826,NA,NA
5413463,1813,61.565,36.8114,Odesa,Ukraine
5413464,1813,52.4354,35.321,Odesa,Ukraine
5413465,1813,50.5688,36.905,Odesa,Ukraine
5413466,1813,39.1568,35.7872,Odesa,Ukraine
5413467,1814,35.1968,37.4198,Odesa,Ukraine
5413468,1814,25.6712,36.1328,Odesa,Ukraine
5413469,1814,36.545,36.59,Odesa,Ukraine
5413470,1814,47.7716,34.1204,Odesa,Ukraine
5413471,1814,51.8252,35.1626,Odesa,Ukraine
5413472,1814,62.519,34.4372,Odesa,Ukraine
5413473,1814,69.1574,37.058,Odesa,Ukraine
5413474,1814,69.206,34.9772,Odesa,Ukraine
5413475,1814,58.6832,36.3308,Odesa,Ukraine
5413476,1814,49.946,40.6508,Odesa,Ukraine
5413477,1814,43.2716,45.8384,Odesa,Ukraine
5413478,1814,45.0248,45.4892,Odesa,Ukraine
5413479,1815,29.7104,35.0438,Odesa,Ukraine
5413480,1815,31.109,42.431,Odesa,Ukraine
5413481,1815,33.8684,39.7148,Odesa,Ukraine
5413482,1815,45.3254,35.933,Odesa,Ukraine
5413483,1815,56.777,37.6034,NA,NA
5413484,1815,64.3604,36.6692,Odesa,Ukraine
5413485,1815,67.6094,37.2326,Odesa,Ukraine
5413486,1815,68.1368,37.0166,Odesa,Ukraine
5413487,1815,60.6884,34.7576,Odesa,Ukraine
5413488,1815,53.1338,38.309,Odesa,Ukraine
5413489,1815,46.7816,36.7502,Odesa,Ukraine
5413490,1815,31.3988,36.221,Odesa,Ukraine
5413491,1816,35.0618,39.191,Odesa,Ukraine
5413492,1816,27.05,37.2236,Odesa,Ukraine
5413493,1816,37.6664,36.842,Odesa,Ukraine
5413494,1816,45.4442,38.7392,Odesa,Ukraine
5413495,1816,56.2784,35.6234,Odesa,Ukraine
5413496,1816,64.292,35.0132,Odesa,Ukraine
5413497,1816,66.1802,35.5838,Odesa,Ukraine
5413498,1816,67.0046,34.2716,Odesa,Ukraine
5413499,1816,61.1294,34.5074,Odesa,Ukraine
5413500,1816,48.8966,42.9422,Odesa,Ukraine
5413501,1816,46.0706,43.7846,Odesa,Ukraine
5413502,1816,33.4742,36.5018,Odesa,Ukraine
5413503,1817,34.592,40.7426,Odesa,Ukraine
5413504,1817,36.1886,37.2956,Odesa,Ukraine
5413505,1817,39.038,37.5602,Odesa,Ukraine
5413506,1817,41.8424,36.068,Odesa,Ukraine
5413507,1817,54.5432,37.5422,Odesa,Ukraine
5413508,1817,62.492,37.2992,Odesa,Ukraine
5413509,1817,69.8018,35.8826,Odesa,Ukraine
5413510,1817,72.7484,35.285,Odesa,Ukraine
5413511,1817,58.8416,36.6368,Odesa,Ukraine
5413512,1817,47.3846,37.1534,Odesa,Ukraine
5413513,1817,43.5956,36.5738,Odesa,Ukraine
5413514,1817,37.706,39.5348,Odesa,Ukraine
5413515,1818,31.4384,35.1932,Odesa,Ukraine
5413516,1818,33.3932,35.7638,Odesa,Ukraine
5413517,1818,41.324,36.5378,Odesa,Ukraine
5413518,1818,51.233,42.305,Odesa,Ukraine
5413519,1818,56.8238,37.1552,Odesa,Ukraine
5413520,1818,63.3938,39.5816,Odesa,Ukraine
5413521,1818,68.4158,37.1534,Odesa,Ukraine
5413522,1818,69.08,34.7504,Odesa,Ukraine
5413523,1818,61.0934,36.7628,Odesa,Ukraine
5413524,1818,51.3662,36.8222,Odesa,Ukraine
5413525,1818,44.6882,41.2412,Odesa,Ukraine
5413526,1818,35.0798,36.2912,Odesa,Ukraine
5413527,1819,32.1692,38.7752,Odesa,Ukraine
5413528,1819,33.0404,37.4756,Odesa,Ukraine
5413529,1819,38.7014,43.9268,Odesa,Ukraine
5413530,1819,47.9588,35.7242,Odesa,Ukraine
5413531,1819,54.239,35.5892,Odesa,Ukraine
5413532,1819,63.0752,36.842,Odesa,Ukraine
5413533,1819,66.6644,34.25,Odesa,Ukraine
5413534,1819,67.8308,35.6828,Odesa,Ukraine
5413535,1819,63.3542,34.4534,Odesa,Ukraine
5413536,1819,56.39,35.6522,Odesa,Ukraine
5413537,1819,47.8004,36.2516,Odesa,Ukraine
5413538,1819,35.1356,36.1472,Odesa,Ukraine
5413539,1820,29.3864,44.5118,Odesa,Ukraine
5413540,1820,29.6546,37.3802,Odesa,Ukraine
5413541,1820,36.563,39.7796,Odesa,Ukraine
5413542,1820,48.6968,33.98,Odesa,Ukraine
5413543,1820,59.1332,35.6414,Odesa,Ukraine
5413544,1820,62.5352,34.1906,Odesa,Ukraine
5413545,1820,66.0974,37.5188,Odesa,Ukraine
5413546,1820,70.106,36.2246,Odesa,Ukraine
5413547,1820,61.034,35.816,Odesa,Ukraine
5413548,1820,51.314,35.969,Odesa,Ukraine
5413549,1820,44.942,35.0456,Odesa,Ukraine
5413550,1820,35.7026,38.9192,Odesa,Ukraine
5413551,1821,35.6036,38.7014,Odesa,Ukraine
5413552,1821,29.678,42.5642,Odesa,Ukraine
5413553,1821,37.6052,37.7276,Odesa,Ukraine
5413554,1821,49.334,36.7466,Odesa,Ukraine
5413555,1821,59.4356,35.0888,Odesa,Ukraine
5413556,1821,60.0206,38.8058,Odesa,Ukraine
5413557,1821,66.0596,36.0536,Odesa,Ukraine
5413558,1821,66.6626,34.1906,Odesa,Ukraine
5413559,1821,60.5372,35.6648,Odesa,Ukraine
5413560,1821,51.3608,33.449,Odesa,Ukraine
5413561,1821,44.564,37.5062,Odesa,Ukraine
5413562,1821,42.017,37.4396,Odesa,Ukraine
5413563,1822,36.9662,39.9668,Odesa,Ukraine
5413564,1822,32.1566,35.546,Odesa,Ukraine
5413565,1822,38.5376,37.193,Odesa,Ukraine
5413566,1822,48.0506,38.372,Odesa,Ukraine
5413567,1822,55.1282,35.0996,Odesa,Ukraine
5413568,1822,64.1984,34.7774,Odesa,Ukraine
5413569,1822,69.7172,34.25,Odesa,Ukraine
5413570,1822,68.1476,35.2544,Odesa,Ukraine
5413571,1822,60.2168,34.5362,Odesa,Ukraine
5413572,1822,53.519,35.9816,Odesa,Ukraine
5413573,1822,45.5522,35.141,Odesa,Ukraine
5413574,1822,32.873,39.0776,Odesa,Ukraine
5413575,1823,28.3334,36.7394,Odesa,Ukraine
5413576,1823,35.2382,35.2778,Odesa,Ukraine
5413577,1823,40.6886,35.9942,Odesa,Ukraine
5413578,1823,45.0392,37.5836,Odesa,Ukraine
5413579,1823,58.3736,36.0662,Odesa,Ukraine
5413580,1823,67.3466,37.004,Odesa,Ukraine
5413581,1823,70.4426,34.5344,Odesa,Ukraine
5413582,1823,70.5326,34.6208,Odesa,Ukraine
5413583,1823,61.5074,36.6584,Odesa,Ukraine
5413584,1823,52.1258,35.3858,Odesa,Ukraine
5413585,1823,44.9978,40.2296,Odesa,Ukraine
5413586,1823,42.737,36.1994,Odesa,Ukraine
5413587,1824,37.3478,33.5138,Odesa,Ukraine
5413588,1824,35.9132,38.2802,Odesa,Ukraine
5413589,1824,42.1772,36.7682,Odesa,Ukraine
5413590,1824,47.759,38.777,Odesa,Ukraine
5413591,1824,57.7328,36.1202,Odesa,Ukraine
5413592,1824,65.318,38.1038,Odesa,Ukraine
5413593,1824,69.1016,39.8588,Odesa,Ukraine
5413594,1824,72.3578,35.8214,Odesa,Ukraine
5413595,1824,64.7204,35.6306,Odesa,Ukraine
5413596,1824,55.436,35.4524,Odesa,Ukraine
5413597,1824,48.5366,35.6,Odesa,Ukraine
5413598,1824,44.672,39.4412,Odesa,Ukraine
5413599,1825,33.395,38.4026,Odesa,Ukraine
5413600,1825,28.3118,35.6828,Odesa,Ukraine
5413601,1825,29.9912,36.0266,Odesa,Ukraine
5413602,1825,42.4346,37.085,Odesa,Ukraine
5413603,1825,55.6106,34.4696,Odesa,Ukraine
5413604,1825,64.6574,33.665,Odesa,Ukraine
5413605,1825,68.5076,37.4702,Odesa,Ukraine
5413606,1825,68.7056,37.7798,Odesa,Ukraine
5413607,1825,60.9674,35.4866,Odesa,Ukraine
5413608,1825,52.4174,36.0626,Odesa,Ukraine
5413609,1825,53.411,34.7936,Odesa,Ukraine
5413610,1825,42.2618,35.1122,Odesa,Ukraine
5413611,1826,31.2116,36.221,Odesa,Ukraine
5413612,1826,26.735,35.8484,Odesa,Ukraine
5413613,1826,34.6874,35.0492,Odesa,Ukraine
5413614,1826,43.1564,38.57,Odesa,Ukraine
5413615,1826,54.5666,34.7738,Odesa,Ukraine
5413616,1826,62.4164,36.842,Odesa,Ukraine
5413617,1826,73.7006,36.1256,Odesa,Ukraine
5413618,1826,70.8584,36.284,Odesa,Ukraine
5413619,1826,62.8214,38.4836,Odesa,Ukraine
5413620,1826,51.5894,36.8006,Odesa,Ukraine
5413621,1826,49.0928,33.6344,Odesa,Ukraine
5413622,1826,44.1104,38.8256,Odesa,Ukraine
5413623,1827,39.3044,39.7526,Odesa,Ukraine
5413624,1827,31.2584,34.8782,Odesa,Ukraine
5413625,1827,41.585,34.4534,Odesa,Ukraine
5413626,1827,47.021,38.813,Odesa,Ukraine
5413627,1827,57.344,37.2164,Odesa,Ukraine
5413628,1827,68.351,37.094,Odesa,Ukraine
5413629,1827,72.5468,34.439,Odesa,Ukraine
5413630,1827,70.2302,35.0042,Odesa,Ukraine
5413631,1827,59.4536,34.2356,Odesa,Ukraine
5413632,1827,54.6332,33.8774,Odesa,Ukraine
5413633,1827,46.337,33.7154,Odesa,Ukraine
5413634,1827,38.5304,39.8678,Odesa,Ukraine
5413635,1828,25.619,36.9014,Odesa,Ukraine
5413636,1828,24.9422,35.4866,Odesa,Ukraine
5413637,1828,40.1288,36.6044,Odesa,Ukraine
5413638,1828,48.6608,36.698,Odesa,Ukraine
5413639,1828,56.4764,37.9526,Odesa,Ukraine
5413640,1828,67.3556,38.066,Odesa,Ukraine
5413641,1828,72.7736,36.2192,Odesa,Ukraine
5413642,1828,70.9448,37.8284,Odesa,Ukraine
5413643,1828,58.649,33.5012,Odesa,Ukraine
5413644,1828,49.9082,34.4138,Odesa,Ukraine
5413645,1828,44.7026,35.69,Odesa,Ukraine
5413646,1828,31.9226,38.5466,Odesa,Ukraine
5413647,1829,27.3596,36.6296,Odesa,Ukraine
5413648,1829,28.5674,36.6692,Odesa,Ukraine
5413649,1829,36.1166,35.6108,Odesa,Ukraine
5413650,1829,51.1232,35.9726,Odesa,Ukraine
5413651,1829,55.2434,40.0226,Odesa,Ukraine
5413652,1829,61.4534,37.8392,Odesa,Ukraine
5413653,1829,68.9774,34.4444,Odesa,Ukraine
5413654,1829,69.323,36.8546,Odesa,Ukraine
5413655,1829,63.3758,36.527,Odesa,Ukraine
5413656,1829,51.3464,35.627,Odesa,Ukraine
5413657,1829,40.0316,38.1146,Odesa,Ukraine
5413658,1829,28.7024,42.7982,Odesa,Ukraine
5413659,1830,27.0086,36.788,Odesa,Ukraine
5413660,1830,27.671,34.835,Odesa,Ukraine
5413661,1830,32.7002,34.8998,NA,NA
5413662,1830,45.3002,33.7496,Odesa,Ukraine
5413663,1830,58.3808,35.6864,Odesa,Ukraine
5413664,1830,66.5042,39.1856,Odesa,Ukraine
5413665,1830,68.5706,37.2362,Odesa,Ukraine
5413666,1830,72.023,37.769,Odesa,Ukraine
5413667,1830,60.8,37.7852,Odesa,Ukraine
5413668,1830,49.325,38.4098,Odesa,Ukraine
5413669,1830,44.7944,34.9016,Odesa,Ukraine
5413670,1830,46.0904,37.1732,Odesa,Ukraine
5413671,1831,30.5996,37.0598,Odesa,Ukraine
5413672,1831,32.9234,42.5192,Odesa,Ukraine
5413673,1831,36.905,40.1252,Odesa,Ukraine
5413674,1831,47.1794,34.322,Odesa,Ukraine
5413675,1831,57.5978,38.876,Odesa,Ukraine
5413676,1831,63.9914,36.8438,Odesa,Ukraine
5413677,1831,67.8794,35.5766,Odesa,Ukraine
5413678,1831,65.9534,36.5378,Odesa,Ukraine
5413679,1831,58.1576,36.005,Odesa,Ukraine
5413680,1831,49.3808,36.0554,Odesa,Ukraine
5413681,1831,43.9898,42.4148,Odesa,Ukraine
5413682,1831,35.0132,40.676,Odesa,Ukraine
5413683,1832,31.2548,35.6504,Odesa,Ukraine
5413684,1832,28.3712,38.3576,Odesa,Ukraine
5413685,1832,31.1108,38.0966,Odesa,Ukraine
5413686,1832,41.747,39.7076,Odesa,Ukraine
5413687,1832,55.4882,36.3524,Odesa,Ukraine
5413688,1832,61.7972,36.1778,Odesa,Ukraine
5413689,1832,63.8582,37.6016,Odesa,Ukraine
5413690,1832,65.876,35.6666,Odesa,Ukraine
5413691,1832,57.9362,37.6376,Odesa,Ukraine
5413692,1832,49.7012,36.3902,Odesa,Ukraine
5413693,1832,37.3424,35.204,Odesa,Ukraine
5413694,1832,31.8866,41.0018,Odesa,Ukraine
5413695,1833,27.1346,40.928,Odesa,Ukraine
5413696,1833,35.5352,35.4848,Odesa,Ukraine
5413697,1833,35.9492,36.0806,Odesa,Ukraine
5413698,1833,45.9284,36.1454,Odesa,Ukraine
5413699,1833,57.407,35.7242,Odesa,Ukraine
5413700,1833,68.9072,35.8448,Odesa,Ukraine
5413701,1833,70.5686,34.889,Odesa,Ukraine
5413702,1833,65.777,36.3848,Odesa,Ukraine
5413703,1833,61.583,35.2292,Odesa,Ukraine
5413704,1833,49.343,34.6226,Odesa,Ukraine
5413705,1833,43.9214,34.6154,Odesa,Ukraine
5413706,1833,38.606,37.5692,Odesa,Ukraine
5413707,1834,33.2564,35.582,Odesa,Ukraine
5413708,1834,25.8764,36.437,Odesa,Ukraine
5413709,1834,36.914,36.7142,Odesa,Ukraine
5413710,1834,44.1302,37.526,Odesa,Ukraine
5413711,1834,61.565,34.5722,Odesa,Ukraine
5413712,1834,65.7212,37.373,Odesa,Ukraine
5413713,1834,69.575,35.2022,Odesa,Ukraine
5413714,1834,70.2986,34.1186,Odesa,Ukraine
5413715,1834,63.7952,38.0336,Odesa,Ukraine
5413716,1834,51.0152,33.8756,Odesa,Ukraine
5413717,1834,45.5846,35.9132,Odesa,Ukraine
5413718,1834,37.2578,35.6918,Odesa,Ukraine
5413719,1835,34.5722,35.906,Odesa,Ukraine
5413720,1835,36.8492,36.1958,Odesa,Ukraine
5413721,1835,39.2018,36.3218,Odesa,Ukraine
5413722,1835,45.2012,36.9284,Odesa,Ukraine
5413723,1835,56.0498,35.0276,Odesa,Ukraine
5413724,1835,64.6016,35.9636,Odesa,Ukraine
5413725,1835,68.8568,35.0762,Odesa,Ukraine
5413726,1835,64.6754,34.0718,Odesa,Ukraine
5413727,1835,56.7158,35.3552,Odesa,Ukraine
5413728,1835,55.2416,36.0086,Odesa,Ukraine
5413729,1835,38.3378,35.69,Odesa,Ukraine
5413730,1835,29.66,35.5694,Odesa,Ukraine
5413731,1836,26.537,34.2896,Odesa,Ukraine
5413732,1836,31.6796,34.6694,Odesa,Ukraine
5413733,1836,44.4956,35.3462,Odesa,Ukraine
5413734,1836,47.8058,34.196,Odesa,Ukraine
5413735,1836,54.2858,35.2472,Odesa,Ukraine
5413736,1836,64.6448,34.3832,Odesa,Ukraine
5413737,1836,65.1398,35.852,Odesa,Ukraine
5413738,1836,65.741,34.9772,Odesa,Ukraine
5413739,1836,61.2896,36.446,Odesa,Ukraine
5413740,1836,56.9156,40.865,Odesa,Ukraine
5413741,1836,45.536,36.0914,Odesa,Ukraine
5413742,1836,43.079,36.3992,Odesa,Ukraine
5413743,1837,33.3374,37.6286,Odesa,Ukraine
5413744,1837,28.2002,35.0474,Odesa,Ukraine
5413745,1837,36.8672,36.2444,Odesa,Ukraine
5413746,1837,49.6886,34.9628,Odesa,Ukraine
5413747,1837,56.9156,34.8386,Odesa,Ukraine
5413748,1837,61.6568,35.3732,Odesa,Ukraine
5413749,1837,64.4378,35.168,Odesa,Ukraine
5413750,1837,68.9414,34.8458,Odesa,Ukraine
5413751,1837,62.3444,34.3814,Odesa,Ukraine
5413752,1837,48.6356,38.0804,Odesa,Ukraine
5413753,1837,45.266,38.309,Odesa,Ukraine
5413754,1837,31.0874,40.3376,Odesa,Ukraine
5413755,1838,20.147,36.536,Odesa,Ukraine
5413756,1838,32.0918,35.6486,Odesa,Ukraine
5413757,1838,36.7682,35.1608,Odesa,Ukraine
5413758,1838,45.842,33.8414,Odesa,Ukraine
5413759,1838,56.7086,33.0494,Odesa,Ukraine
5413760,1838,62.3174,34.6316,Odesa,Ukraine
5413761,1838,65.9048,38.8652,Odesa,Ukraine
5413762,1838,65.9246,37.7258,Odesa,Ukraine
5413763,1838,64.292,34.1582,Odesa,Ukraine
5413764,1838,47.966,39.9668,Odesa,Ukraine
5413765,1838,47.6618,35.3372,Odesa,Ukraine
5413766,1838,35.9348,37.9256,Odesa,Ukraine
5413767,1839,31.8992,34.7558,Odesa,Ukraine
5413768,1839,32.1422,34.7936,Odesa,Ukraine
5413769,1839,28.8176,34.0916,Odesa,Ukraine
5413770,1839,40.7102,35.042,Odesa,Ukraine
5413771,1839,57.6554,33.9638,Odesa,Ukraine
5413772,1839,65.417,33.9044,Odesa,Ukraine
5413773,1839,70.3706,36.356,Odesa,Ukraine
5413774,1839,73.8806,37.4504,Odesa,Ukraine
5413775,1839,63.9446,36.6062,Odesa,Ukraine
5413776,1839,51.9692,36.248,Odesa,Ukraine
5413777,1839,46.0184,34.439,Odesa,Ukraine
5413778,1839,30.6086,35.1338,Odesa,Ukraine
5413779,1840,30.5726,36.0338,Odesa,Ukraine
5413780,1840,28.5152,36.7502,Odesa,Ukraine
5413781,1840,30.7922,33.8144,Odesa,Ukraine
5413782,1840,41.0684,36.3254,Odesa,Ukraine
5413783,1840,53.1572,34.6172,Odesa,Ukraine
5413784,1840,61.9628,34.2374,Odesa,Ukraine
5413785,1840,73.3208,33.3608,Odesa,Ukraine
5413786,1840,66.9182,33.6974,Odesa,Ukraine
5413787,1840,64.0364,33.7172,Odesa,Ukraine
5413788,1840,52.0646,37.1696,Odesa,Ukraine
5413789,1840,46.4864,37.4738,Odesa,Ukraine
5413790,1840,25.6568,35.195,Odesa,Ukraine
5413791,1841,33.1178,36.797,Odesa,Ukraine
5413792,1841,23.459,37.1534,Odesa,Ukraine
5413793,1841,32.3186,38.2964,Odesa,Ukraine
5413794,1841,48.119,35.321,Odesa,Ukraine
5413795,1841,58.3358,33.6038,Odesa,Ukraine
5413796,1841,67.0028,33.3932,Odesa,Ukraine
5413797,1841,74.5826,35.2508,Odesa,Ukraine
5413798,1841,71.2724,34.8764,Odesa,Ukraine
5413799,1841,64.9886,34.1276,Odesa,Ukraine
5413800,1841,57.65,34.6316,Odesa,Ukraine
5413801,1841,46.6142,33.6488,Odesa,Ukraine
5413802,1841,41.7884,35.699,Odesa,Ukraine
5413803,1842,29.3684,35.3282,Odesa,Ukraine
5413804,1842,28.4738,33.9674,Odesa,Ukraine
5413805,1842,35.7422,37.2254,Odesa,Ukraine
5413806,1842,42.692,36.2102,Odesa,Ukraine
5413807,1842,56.0138,35.9348,Odesa,Ukraine
5413808,1842,63.9482,33.8288,Odesa,Ukraine
5413809,1842,67.6202,34.1078,NA,NA
5413810,1842,67.2638,35.3624,Odesa,Ukraine
5413811,1842,62.8196,35.8592,Odesa,Ukraine
5413812,1842,51.8486,34.4138,Odesa,Ukraine
5413813,1842,47.1596,34.2752,Odesa,Ukraine
5413814,1842,40.8686,35.735,Odesa,Ukraine
5413815,1843,37.9238,34.9628,Odesa,Ukraine
5413816,1843,42.4814,33.9692,Odesa,Ukraine
5413817,1843,35.6792,34.2104,Odesa,Ukraine
5413818,1843,45.4406,34.6172,NA,NA
5413819,1843,52.5578,34.0034,Odesa,Ukraine
5413820,1843,63.914,34.3796,Odesa,Ukraine
5413821,1843,66.551,34.3292,Odesa,Ukraine
5413822,1843,66.9866,36.0212,Odesa,Ukraine
5413823,1843,57.7256,33.3212,Odesa,Ukraine
5413824,1843,54.3488,35.2544,Odesa,Ukraine
5413825,1843,44.33,32.9792,Odesa,Ukraine
5413826,1843,40.2962,36.7736,Odesa,Ukraine
5413827,1844,31.694,33.7802,Odesa,Ukraine
5413828,1844,37.4792,35.5226,Odesa,Ukraine
5413829,1844,36.3524,35.1212,Odesa,Ukraine
5413830,1844,40.8164,33.845,Odesa,Ukraine
5413831,1844,56.372,32.891,Odesa,Ukraine
5413832,1844,62.3066,33.692,Odesa,Ukraine
5413833,1844,70.3598,33.7658,Odesa,Ukraine
5413834,1844,69.7568,35.8412,Odesa,Ukraine
5413835,1844,64.4954,33.3896,Odesa,Ukraine
5413836,1844,52.7234,33.8666,Odesa,Ukraine
5413837,1844,44.267,32.6966,Odesa,Ukraine
5413838,1844,28.4324,34.25,Odesa,Ukraine
5413839,1845,34.3508,35.6504,Odesa,Ukraine
5413840,1845,27.7466,39.6464,Odesa,Ukraine
5413841,1845,34.6802,34.4444,Odesa,Ukraine
5413842,1845,47.6114,33.6974,Odesa,Ukraine
5413843,1845,56.7086,34.3094,Odesa,Ukraine
5413844,1845,64.8644,34.0916,Odesa,Ukraine
5413845,1845,73.0544,33.6308,Odesa,Ukraine
5413846,1845,68.9486,32.9612,Odesa,Ukraine
5413847,1845,59.1098,33.2384,Odesa,Ukraine
5413848,1845,53.8304,33.5372,Odesa,Ukraine
5413849,1845,46.4738,33.0566,Odesa,Ukraine
5413850,1845,42.143,37.1318,Odesa,Ukraine
5413851,1846,35.7584,34.9682,Odesa,Ukraine
5413852,1846,33.5246,34.601,Odesa,Ukraine
5413853,1846,40.9424,34.3472,Odesa,Ukraine
5413854,1846,49.2278,35.2544,Odesa,Ukraine
5413855,1846,55.1696,36.2318,Odesa,Ukraine
5413856,1846,59.9216,35.4488,Odesa,Ukraine
5413857,1846,71.3336,35.4722,Odesa,Ukraine
5413858,1846,73.1498,34.3472,Odesa,Ukraine
5413859,1846,64.2236,34.1294,Odesa,Ukraine
5413860,1846,56.1848,34.0952,Odesa,Ukraine
5413861,1846,38.0318,33.6236,Odesa,Ukraine
5413862,1846,42.638,35.1104,Odesa,Ukraine
5413863,1847,24.4886,44.5352,Odesa,Ukraine
5413864,1847,34.5524,33.719,Odesa,Ukraine
5413865,1847,33.1718,36.6332,Odesa,Ukraine
5413866,1847,48.974,33.989,Odesa,Ukraine
5413867,1847,58.7102,34.3256,Odesa,Ukraine
5413868,1847,63.9482,34.7612,Odesa,Ukraine
5413869,1847,70.1978,33.9152,Odesa,Ukraine
5413870,1847,71.9474,33.8954,Odesa,Ukraine
5413871,1847,64.4936,33.4904,Odesa,Ukraine
5413872,1847,51.6596,34.3166,Odesa,Ukraine
5413873,1847,42.962,33.881,Odesa,Ukraine
5413874,1847,31.2332,36.068,Odesa,Ukraine
5413875,1848,23.0522,36.4946,Odesa,Ukraine
5413876,1848,35.5658,33.7982,Odesa,Ukraine
5413877,1848,39.1298,33.2204,Odesa,Ukraine
5413878,1848,52.673,34.6496,Odesa,Ukraine
5413879,1848,56.2046,34.187,Odesa,Ukraine
5413880,1848,70.862,35.6684,Odesa,Ukraine
5413881,1848,72.8996,35.8448,Odesa,Ukraine
5413882,1848,72.9122,34.6838,Odesa,Ukraine
5413883,1848,60.7388,34.277,Odesa,Ukraine
5413884,1848,56.7518,33.4076,Odesa,Ukraine
5413885,1848,46.9868,33.5624,Odesa,Ukraine
5413886,1848,35.4056,35.6144,Odesa,Ukraine
5413887,1849,27.7178,33.3338,Odesa,Ukraine
5413888,1849,31.9208,35.5298,Odesa,Ukraine
5413889,1849,34.6532,35.915,Odesa,Ukraine
5413890,1849,45.4046,34.8152,Odesa,Ukraine
5413891,1849,56.7806,33.3068,Odesa,Ukraine
5413892,1849,66.875,34.8836,Odesa,Ukraine
5413893,1849,69.8072,33.9314,Odesa,Ukraine
5413894,1849,70.5326,34.2464,Odesa,Ukraine
5413895,1849,59.4914,34.1474,Odesa,Ukraine
5413896,1849,55.2578,34.4084,Odesa,Ukraine
5413897,1849,51.2042,36.7376,Odesa,Ukraine
5413898,1849,34.2806,33.3374,Odesa,Ukraine
5413899,1850,24.8198,34.691,Odesa,Ukraine
5413900,1850,32.1656,33.8792,Odesa,Ukraine
5413901,1850,32.3654,37.4972,Odesa,Ukraine
